date,hospital,gender,age_group,review,sentiment
2024-12-05,مجمع الأمل الصحي,ذكر,36-50,شعرت أنني مجرد رقم في النظام. لا يوجد أي نوع من التعاطف أو التوضيح.,extremely_negative
2024-12-24,مستشفى الرحمة العام,ذكر,18-25,تجربتي لم تكن مريحة، ولم أشعر بأن هناك اهتمامًا كافيًا من الطاقم.,negative
2025-05-14,عيادات الهدى التخصصية,أنثى,51+,العيادة كانت مزدحمة نوعًا ما، لكن الخدمة كانت مقبولة.,neutral
2025-04-18,مستشفى الحياة,أنثى,51+,أشكر الطبيب وفريق التمريض على الرعاية الممتازة. تمت متابعتي بشكل يومي وتلقيت تعليمات واضحة ومفيدة عن حالتي الصحية. النظافة، التنظيم، والتعامل الإنساني جعلوا التجربة رائعة.,extremely_positive
2025-04-26,مستشفى المدينة الطبية,ذكر,36-50,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-04-14,مستشفى الرحمة العام,أنثى,18-25,الفحص كان سطحيًا جدًا ولم يتم إعطائي أي توجيهات بعده.,negative
2025-05-05,مجمع الأمل الصحي,أنثى,36-50,الإجراءات كانت فوضوية، والطبيب كان قاسيًا في التعامل ولم يشرح شيئًا.,extremely_negative
2025-03-06,عيادات الهدى التخصصية,ذكر,51+,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2025-03-03,مستشفى الرحمة العام,أنثى,36-50,العيادة كانت مرتبة، وتم استقبالي بسرعة. الطبيب كان لبقًا وأعطاني الوقت الكافي لشرح مشكلتي.,positive
2024-12-29,مجمع الأمل الصحي,أنثى,18-25,لم تكن التجربة سيئة، لكنها لم تكن مميزة أيضًا. الطبيب قام بواجبه فقط.,normal
2025-05-22,مستشفى الحياة,ذكر,26-35,العيادة كانت مزدحمة نوعًا ما، لكن الخدمة كانت مقبولة.,neutral
2025-04-16,عيادات الهدى التخصصية,ذكر,18-25,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2025-03-03,مستشفى المدينة الطبية,أنثى,36-50,العيادة كانت مرتبة، وتم استقبالي بسرعة. الطبيب كان لبقًا وأعطاني الوقت الكافي لشرح مشكلتي.,positive
2024-12-09,مستشفى الحياة,أنثى,36-50,الطبيب لم يكن واضحًا في الشرح، مما زاد من قلقي على حالتي الصحية.,negative
2025-04-14,مجمع الأمل الصحي,أنثى,36-50,شعرت أنني مجرد رقم في النظام. لا يوجد أي نوع من التعاطف أو التوضيح.,extremely_negative
2025-03-30,مستشفى المدينة الطبية,أنثى,36-50,العيادة كانت مزدحمة نوعًا ما، لكن الخدمة كانت مقبولة.,neutral
2025-02-18,مركز الشفاء الطبي,أنثى,26-35,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2025-02-26,مركز الشفاء الطبي,أنثى,36-50,الخدمة جيدة، والمكان مريح. الممرضات كن متعاونات جدًا وتم إجراء الفحوصات بسلاسة.,positive
2025-04-18,عيادات الهدى التخصصية,أنثى,36-50,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2025-02-21,مستشفى المدينة الطبية,ذكر,18-25,الزيارة كانت جيدة بشكل عام، ولم أواجه أي مشاكل تُذكر. بالتأكيد سأعود في المستقبل.,positive
2025-04-26,مستشفى المدينة الطبية,أنثى,18-25,العيادة كانت غير منظمة، وتم تأخيري رغم وصولي في الموعد المحدد.,negative
2025-02-17,مركز الشفاء الطبي,أنثى,36-50,الموعد تم في وقته، لكن شعرت أن الفحص كان سريعًا أكثر من اللازم.,neutral
2025-02-13,مجمع الأمل الصحي,ذكر,26-35,الخدمة جيدة، والمكان مريح. الممرضات كن متعاونات جدًا وتم إجراء الفحوصات بسلاسة.,positive
2025-01-23,مجمع الأمل الصحي,ذكر,26-35,الخدمة لا بأس بها، لكن لا يوجد اهتمام خاص.,neutral
2024-12-13,مركز الشفاء الطبي,أنثى,18-25,العيادة كانت مرتبة، وتم استقبالي بسرعة. الطبيب كان لبقًا وأعطاني الوقت الكافي لشرح مشكلتي.,positive
2025-05-17,مستشفى الحياة,أنثى,18-25,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2025-04-25,مركز الشفاء الطبي,أنثى,36-50,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2024-12-27,مستشفى الرحمة العام,ذكر,18-25,أشكر الطبيب وفريق التمريض على الرعاية الممتازة. تمت متابعتي بشكل يومي وتلقيت تعليمات واضحة ومفيدة عن حالتي الصحية. النظافة، التنظيم، والتعامل الإنساني جعلوا التجربة رائعة.,extremely_positive
2025-04-12,عيادات الهدى التخصصية,ذكر,36-50,الزيارة كانت أقرب إلى الأداء الروتيني دون تفاعل حقيقي من الفريق.,normal
2025-03-15,مجمع الأمل الصحي,أنثى,18-25,الانتظار طال أكثر من ساعة دون أي تفسير من الموظفين. شعرت بالإهمال.,negative
2025-02-18,مركز الشفاء الطبي,ذكر,26-35,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2024-12-03,مركز الشفاء الطبي,أنثى,36-50,تم تحديد الموعد بدقة، وكان الطبيب واضحًا جدًا في شرحه، مما ساعدني في فهم حالتي جيدًا.,positive
2025-03-14,مستشفى الحياة,أنثى,26-35,العيادة كانت غير منظمة، وتم تأخيري رغم وصولي في الموعد المحدد.,negative
2025-03-06,مستشفى المدينة الطبية,ذكر,36-50,العيادة كانت مزدحمة نوعًا ما، لكن الخدمة كانت مقبولة.,neutral
2025-02-02,مستشفى المدينة الطبية,ذكر,36-50,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2025-04-14,مجمع الأمل الصحي,أنثى,36-50,الخدمة مقبولة ولكن تفتقر إلى التفاصيل الدقيقة في التواصل مع المريض.,normal
2025-05-29,مجمع الأمل الصحي,ذكر,18-25,العناية الطبية التي تلقيتها هنا لا تُقارن. الطاقم محترف ومتفهم، والأجهزة حديثة جدًا. أشكرهم جميعًا على الاهتمام الكبير.,extremely_positive
2025-01-13,مستشفى الحياة,أنثى,51+,الزيارة كانت روتينية، لم ألاحظ شيئًا مميزًا أو سيئًا.,neutral
2025-03-01,عيادات الهدى التخصصية,ذكر,18-25,الخدمة مقبولة ولكن تفتقر إلى التفاصيل الدقيقة في التواصل مع المريض.,normal
2024-12-14,مستشفى المدينة الطبية,أنثى,51+,الموعد تم في وقته، ولكن لم أشعر بالاهتمام الكامل.,normal
2024-12-09,مركز الشفاء الطبي,أنثى,51+,منذ لحظة وصولي إلى المستشفى، شعرت بالاهتمام والراحة. الطاقم الطبي محترف جدًا، وتم استقبالي بسرعة، وتم شرح الإجراءات لي بطريقة مفصلة وواضحة. كانت تجربة استثنائية بكل المقاييس.,extremely_positive
2025-01-27,مركز الشفاء الطبي,ذكر,26-35,خرجت من العيادة دون أي فائدة، ولن أعود إلى هذا المكان مرة أخرى.,extremely_negative
2025-01-08,عيادات الهدى التخصصية,أنثى,51+,أعجبتني سرعة التنظيم ونظافة المكان. الطبيب كان محترمًا وأجاب عن أسئلتي.,positive
2025-03-14,مستشفى الحياة,ذكر,36-50,الزيارة كانت أقرب إلى الأداء الروتيني دون تفاعل حقيقي من الفريق.,normal
2025-04-25,مركز الشفاء الطبي,أنثى,18-25,كان بإمكان الطاقم أن يكون أكثر تفاعلًا. الخدمة أساسية فقط.,normal
2024-12-20,مستشفى المدينة الطبية,ذكر,51+,الخدمة كانت فوق التوقعات. تم إجراء العملية بنجاح تام، والطبيب كان يتابع حالتي باستمرار بعد العملية. شعرت بالأمان والاهتمام في كل لحظة.,extremely_positive
2024-12-23,مركز الشفاء الطبي,ذكر,18-25,العيادة كانت غير منظمة، وتم تأخيري رغم وصولي في الموعد المحدد.,negative
2025-04-29,مركز الشفاء الطبي,ذكر,36-50,المكان نظيف جدًا، والطبيب كان صبورًا وأجاب على كل أسئلتي بكل لطف. أشعر بالرضا التام عن زيارتي.,extremely_positive
2025-04-14,مستشفى الرحمة العام,أنثى,51+,الخدمة لا بأس بها، لكن لا يوجد اهتمام خاص.,neutral
2025-05-31,مركز الشفاء الطبي,أنثى,18-25,العيادة كانت غير منظمة، وتم تأخيري رغم وصولي في الموعد المحدد.,negative
